Title,image_url,detail_url,Object number,Artist,Date,Medium,Dimensions,Credit Line,Culture,Place of Origin,Dynasty,Materials,Department,Classifications,On View,Markings,Period,Signed,Inscribed,(not entered)
Opium pipe,https://searchcollection.asianart.org/internal/media/dispatcher/14586/preview,https://searchcollection.asianart.org/objects/3647/opium-pipe?ctx=db8b6097efec715cd68133c87b3a60632339d36e&idx=2046,B60J492,,1900-1950,,"H. 3 1/2 in x L. 19 7/8 in, H. 8.9 cm x L. 50.5 cm",The Avery Brundage Collection,,China,,Nephrite mounted with silver,Chinese Art,Jade And Stones,On view,,,,,
Wish-granting wand,https://searchcollection.asianart.org/internal/media/dispatcher/14575/preview,https://searchcollection.asianart.org/objects/3650/wishgranting-wand?ctx=db8b6097efec715cd68133c87b3a60632339d36e&idx=2047,B60J483,,1644-1911,,H. 14 in,The Avery Brundage Collection,,China,Qing dynasty (1644–1911),Jadeite,Chinese Art,Jade And Stones,On view,,,,,
Snuff bottle in shape of winged chimera with lid,https://searchcollection.asianart.org/internal/media/dispatcher/14317/preview,https://searchcollection.asianart.org/objects/3654/snuff-bottle-in-shape-of-winged-chimera-with-lid?ctx=db8b6097efec715cd68133c87b3a60632339d36e&idx=2048,B60J358,,approx. 1800-1900,,H. 2 1/8 in,The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Green jade,Chinese Art,Decorative Arts,Not on view,,,,,
Flowerpot,https://searchcollection.asianart.org/internal/media/dispatcher/14244/preview,https://searchcollection.asianart.org/objects/3655/flowerpot?ctx=db8b6097efec715cd68133c87b3a60632339d36e&idx=2049,B60J325,,approx. 1700-1800,,"H. 2 1/4 in x W. 8 in x D. 5 in, H. 5.7 cm x W. 20.3 cm x D. 12.7 cm",The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Nephrite,Chinese Art,Jade And Stones,On view,,,,,
Spittoon with symbols of longevity,https://searchcollection.asianart.org/internal/media/dispatcher/14238/preview,https://searchcollection.asianart.org/objects/3656/spittoon-with-symbols-of-longevity?ctx=db8b6097efec715cd68133c87b3a60632339d36e&idx=2050,B60J323,,1644-1911,,"H. 3 1/2 in x Diam. 7 3/8 in, H. 8.9 cm x Diam. 18.7 cm",The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Nephrite,Chinese Art,Jade And Stones,On view,,,,,
Shallow fluted bowl in the shape of a flower,https://searchcollection.asianart.org/internal/media/dispatcher/14210/preview,https://searchcollection.asianart.org/objects/3669/shallow-fluted-bowl-in-the-shape-of-a-flower?ctx=db8b6097efec715cd68133c87b3a60632339d36e&idx=2051,B60J307,,1900-1950,,"H. 1 3/4 in x Diam. 6 1/4 in, H. 4.4 cm x Diam. 15.9 cm",The Avery Brundage Collection,,China,,Nephrite,Chinese Art,Jade And Stones,On view,,,,,
Vase with young immortal and dragons,https://searchcollection.asianart.org/internal/media/dispatcher/14104/preview,https://searchcollection.asianart.org/objects/3678/vase-with-young-immortal-and-dragons?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=2052,B60J264,,1644-1911,,"H. 7 in x W. 4 1/4 in x D. 2 1/2 in, H. 17.8 cm x W 10.8 cm x D. 6.3 cm",The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Nephrite,Chinese Art,Jade And Stones,On view,,,,,
Brush pot with scene of collecting mushrooms in mountains,https://searchcollection.asianart.org/internal/media/dispatcher/14126/preview,https://searchcollection.asianart.org/objects/3680/brush-pot-with-scene-of-collecting-mushrooms-in-mountains?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=2053,B60J270,,1900-1950,,"H. 5 1/8 in x Diam. 3 in, H. 13 cm x Diam 7.6 cm",The Avery Brundage Collection,,China,,Nephrite,Chinese Art,Jade And Stones,On view,,,,,
Cup with a handle and a pattern of bosses,https://searchcollection.asianart.org/internal/media/dispatcher/13995/preview,https://searchcollection.asianart.org/objects/3685/cup-with-a-handle-and-a-pattern-of-bosses?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=2054,B60J217,,1900-1950,,"H. 1 3/4 in x W. 4 1/2 in x D. 3 1/8 in, H. 4.4 cm x W. 11.4 cm x D. 8 cm",The Avery Brundage Collection,,China,,Nephrite,Chinese Art,Jade And Stones,On view,,,,,
Square wine goblet with dragon handle,https://searchcollection.asianart.org/internal/media/dispatcher/14046/preview,https://searchcollection.asianart.org/objects/3687/square-wine-goblet-with-dragon-handle?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=2055,B60J240,,approx. 1800-1900,,"H. 2 1/2 in x W. 4 1/2 in x D. 3 in, H. 6.4 cm x W. 11.4 cm x D. 7.6 cm",The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Hetian nephrite,Chinese Art,Jade And Stones,Not on view,,,,,
Tube in an ancient form with beast masks,https://searchcollection.asianart.org/internal/media/dispatcher/13871/preview,https://searchcollection.asianart.org/objects/3689/tube-in-an-ancient-form-with-beast-masks?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=2056,B60J137,,1900-1950,,"H. 4 in x W. 2 1/4 in x D. 2 1/4 in, H. 10.2 cm x W. 5.7 cm x D. 5.7 cm",The Avery Brundage Collection,,China,,Nephrite,Chinese Art,Jade And Stones,On view,,,,,
Tube in an ancient form with beast masks,https://searchcollection.asianart.org/internal/media/dispatcher/13932/preview,https://searchcollection.asianart.org/objects/3692/tube-in-an-ancient-form-with-beast-masks?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=2057,B60J165,,1900-1950,,"H. 5 in x Diam. 2 1/2 in, H. 12.7 cm x Diam. 6.3",The Avery Brundage Collection,,China,,Nephrite,Chinese Art,Jade And Stones,On view,,,,,
Rectangular pillow with lotus flowers,https://searchcollection.asianart.org/internal/media/dispatcher/22457/preview,https://searchcollection.asianart.org/objects/3699/rectangular-pillow-with-lotus-flowers?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=2058,B65P5,,,,"H. 4 1/4 in x W. 14 1/2 in x D. 6 1/8 in, H. 10.8 cm x W. 36.8 cm x D. 15.6 cm",The Avery Brundage Collection,,"Henan province or Hebei province, China; Henan province or Hebei province",Northern Song period (960-1127),"High-fired ceramic with incised decoration and green, yellow, and white glazes",Chinese Art,Ceramics,Not on view,,,,,
Small dish with low sides,https://searchcollection.asianart.org/internal/media/dispatcher/21362/preview,https://searchcollection.asianart.org/objects/3700/small-dish-with-low-sides?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=2059,B62P191,,,,"H. 1 3/8 in x Diam. 6 1/8 in, H. 3.5 cm x Diam. 15.6 cm",The Avery Brundage Collection,,"Henan province, China; Henan province",Northern Song period (960-1127),Beige high-fired ceramic with light-blue crackled glaze and yellowish color around the rim,Chinese Art,Ceramics,Not on view,,,,,
Bowl,https://searchcollection.asianart.org/internal/media/dispatcher/21366/preview,https://searchcollection.asianart.org/objects/3701/bowl?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=2060,B62P194,,,,"H. 2 1/2 in x Diam. 5 7/8 in, H. 6.3 cm x Diam. 14.9 cm",The Avery Brundage Collection,,"Jingdezhen, Jiangxi province, China; Jingdezhen, Jiangxi province","Qing dynasty (1644-1911), Reign of the Kangxi emperor (1662-1722)",Porcelain,Chinese Art,Ceramics,Not on view,,,,,
Small foliate plate,https://searchcollection.asianart.org/internal/media/dispatcher/21415/preview,https://searchcollection.asianart.org/objects/3703/small-foliate-plate?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=2061,B62P209,,,,H. 1 1/8 in x Diam. 3 3/8 in,The Avery Brundage Collection,,China,Liao dynasty (916-1125),High-fired ceramic with green and brown glaze,Chinese Art,Ceramics,Not on view,,,,,
Pot with round ear,https://searchcollection.asianart.org/internal/media/dispatcher/21429/preview,https://searchcollection.asianart.org/objects/3705/pot-with-round-ear?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=2062,B62P217,,,,H. 2 1/8 in x Diam. 3 3/8 in,The Avery Brundage Collection,,China,Tang dynasty (618-907),High-fired ceramic with cream colored glaze,Chinese Art,Ceramics,Not on view,,,,,
"Square dish, one of a set of four",https://searchcollection.asianart.org/internal/media/dispatcher/16050/preview,https://searchcollection.asianart.org/objects/3708/square-dish-one-of-a-set-of-four?ctx=c5fc3e7934f524d7b6596b84e40402603809de02&idx=2063,B60M489,,approx. 1750-1800,,H. 5/8 in x W. 4 in x D. 4 in,The Avery Brundage Collection,,"Guangdong province, China; Guangdong province",Qing dynasty (1644-1911),Enamel on metal,Chinese Art,Decorative Arts,Not on view,,,,,
"Small cup, one of set of four",https://searchcollection.asianart.org/internal/media/dispatcher/16053/preview,https://searchcollection.asianart.org/objects/3709/small-cup-one-of-set-of-four?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=2064,B60M490,,approx. 1700-1800,,H. 1 3/8 in x W. 1 7/8 in,The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Enamel on metal,Chinese Art,Metal Arts,Not on view,,,,,
Bowl,https://searchcollection.asianart.org/internal/media/dispatcher/15993/preview,https://searchcollection.asianart.org/objects/3714/bowl?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=2065,B60M471,,,,H. 3 in x Diam. 6 3/8 in,The Avery Brundage Collection,,China,"Qing dynasty (1644-1911), Reign of the Qianlong emperor (1736-1795)",Enamel on metal,Chinese Art,Metal Arts,Not on view,,,,,
"Bowl, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/16013/preview,https://searchcollection.asianart.org/objects/3716/bowl-one-of-a-pair?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=2066,B60M474,,approx. 1700-1800,,"H. 1 1/4 in x Diam. 6 1/4 in, H. 3.17 cm x Diam. 16 cm",The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Enamel on metal,Chinese Art,Metal Arts,Not on view,,,,,
"Bowl, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/16015/preview,https://searchcollection.asianart.org/objects/3717/bowl-one-of-a-pair?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=2067,B60M475,,approx. 1700-1800,,"H. 1 1/4 in x Diam. 6 1/4 in, H. 3/17 cm x Diam. 16 cm",The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Enamel on metal,Chinese Art,Metal Arts,Not on view,,,,,
Bowl,https://searchcollection.asianart.org/internal/media/dispatcher/16016/preview,https://searchcollection.asianart.org/objects/3718/bowl?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=2068,B60M476,,,,"H. 2 3/8 in x Diam. 6 3/8 in, H. 6 cm x Diam. 16 cm",The Avery Brundage Collection,,China,"Qing dynasty (1644-1911), Reign of the Qianlong emperor (1736-1795)",Enamel on metal,Chinese Art,Metal Arts,Not on view,,,,,
"Celery dish, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/16033/preview,https://searchcollection.asianart.org/objects/3720/celery-dish-one-of-a-pair?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=2069,B60M484,,,,H. 1 1/2 in x W. 3 5/8 in x L. 7 5/8 in,The Avery Brundage Collection,,China,"Qing dynasty (1644-1911), Reign of the Qianlong emperor (1736-1795)",Enamel on metal,Chinese Art,Metal Arts,Not on view,,,,,
"Celery dish, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/16034/preview,https://searchcollection.asianart.org/objects/3721/celery-dish-one-of-a-pair?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=2070,B60M485,,,,H. 1 1/2 in x W. 3 5/8 in x L. 7 5/8 in,The Avery Brundage Collection,,China,"Qing dynasty (1644-1911), Reign of the Qianlong emperor (1736-1795)",Canton enamel on metal,Chinese Art,Metal Arts,Not on view,,,,,
Large beaker vase,https://searchcollection.asianart.org/internal/media/dispatcher/15592/preview,https://searchcollection.asianart.org/objects/3725/large-beaker-vase?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=2071,B60M97,,,,"H. 14 1/8 in x Diam. 9 1/2 in, H. 35.6 cm x Diam. 24.1 cm",The Avery Brundage Collection,,China,"Qing dynasty (1644-1911), Reign of the Qianlong emperor (1736-1795)",Enamel on metal,Chinese Art,Decorative Arts,Not on view,,,,,
Foliated bowl,https://searchcollection.asianart.org/internal/media/dispatcher/590/preview,https://searchcollection.asianart.org/objects/3732/foliated-bowl?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=2072,1990.6,,approx. 900-1100,,"H. 1 3/4 in x Diam. 6 in, H. 4.4 cm x Diam. 15.2 cm",Gift of The James Medley Memorial Fund,,China,Northern Song period (960-1127),High-fired ceramic with creamy glaze,Chinese Art,Ceramics,Not on view,,,,,
Double-necked vase,https://searchcollection.asianart.org/internal/media/dispatcher/71/preview,https://searchcollection.asianart.org/objects/3733/doublenecked-vase?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=2073,1988.31,,approx. 1800-1900,,"H. 7 3/4 in x W. 3 3/8 in, H. 19.7 cm  x W. 8.5 cm",Gift of Beverly and Stuart Denenberg in loving memory of Alexis Pencovic,,"Jingdezhen, Jiangxi province, China; Jingdezhen, Jiangxi province",Qing dynasty (1644-1911),Porcelain with blue glaze and enamel decoration,Chinese Art,Ceramics,Not on view,,,,,
"Seated woman, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/11923/preview,https://searchcollection.asianart.org/objects/3735/seated-woman-one-of-a-pair?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=2074,B60B506,,approx. 1700-1900,,H. 6 3/4 in,The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Gilded bronze,Chinese Art,Sculpture,Not on view,,,,,
"Seated woman, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/11924/preview,https://searchcollection.asianart.org/objects/3736/seated-woman-one-of-a-pair?ctx=1570c1dd58b8c2208171ceeeba5e5e5a0b4ad38a&idx=2075,B60B507,,approx. 1700-1900,,H. 6 3/4 in,The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Gilded bronze,Chinese Art,Sculpture,Not on view,,,,,
"Seated worshipper, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/11797/preview,https://searchcollection.asianart.org/objects/3737/seated-worshipper-one-of-a-pair?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=2076,B60B259,,approx. 1700-1800,,H. 3 1/4 in x Diam. 6 in,The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Gilded bronze with inlaid jewels,Chinese Art,Sculpture,Not on view,,,,,
"Seated worshipper, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/11798/preview,https://searchcollection.asianart.org/objects/3738/seated-worshipper-one-of-a-pair?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=2077,B60B260,,approx. 1700-1800,,H. 3 1/4 in x Diam. 6 in,The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Gilded bronze with inlaid jewels,Chinese Art,Sculpture,Not on view,,,,,
Covered box,https://searchcollection.asianart.org/internal/media/dispatcher/75533/preview,https://searchcollection.asianart.org/objects/3741/covered-box?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=2078,B60M171.a-.b,,1736 - 1795,,Overall: H. 3 3/8 in × W. 4 15/16 in × D. 5 in (8.6 cm × 12.5 cm × 12.7 cm),The Avery Brundage Collection,,China,"Qing dynasty (1644 - 1911), Reign of the Qianlong emperor (1736 - 1795)",Carved red lacquer,Chinese Art,Decorative Arts,On view,,,,,
Screen with stand,https://searchcollection.asianart.org/internal/media/dispatcher/72450/preview,https://searchcollection.asianart.org/objects/3742/screen-with-stand?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=2079,B77M13.a-.b,,1300 - 1400,,Overall: H. 16 1/16 in × W. 15 3/8 in × D. 7 5/8 in (40.8 cm × 39.1 cm × 19.4 cm),Museum purchase,,China,Yuan dynasty (1271 - 1368),Black lacquer with mother-of-pearl inlay,Chinese Art,Decorative Arts,On view,,,,,
Head of Daoist deity,https://searchcollection.asianart.org/internal/media/dispatcher/19278/preview,https://searchcollection.asianart.org/objects/3744/head-of-daoist-deity?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=2080,B60S96,,approx. 1500-1600,,"H. 22 in x W. 12 in, H. 55.9 cm x W. 30.5 cm",The Avery Brundage Collection,,China,Ming dynasty (1368-1644),Cast iron with traces of pigments,Chinese Art,Sculpture,Not on view,,,,,
Vase,https://searchcollection.asianart.org/internal/media/dispatcher/16331/preview,https://searchcollection.asianart.org/objects/3745/vase?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=2081,B60P82,,approx. 1800-1850,,H. 17 in x W. 6 1/2 in,The Avery Brundage Collection,,"Jingdezhen, Jiangxi province, China; Jingdezhen, Jiangxi province",Qing dynasty (1644-1911),Porcelain,Chinese Art,Ceramics,Not on view,,,,,
Standing warrior,https://searchcollection.asianart.org/internal/media/dispatcher/21122/preview,https://searchcollection.asianart.org/objects/3746/standing-warrior?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=2082,B62P72,,approx. 589-650,,H. 16 3/4 in x W. 6 in,The Avery Brundage Collection,,China,Sui dynasty (581-618) or Tang dynasty (618-907),Low-fired ceramic with partial grayish tan glaze with traces of red,Chinese Art,Ceramics,Not on view,,,,,
Bowl with lotus petals,https://searchcollection.asianart.org/internal/media/dispatcher/17747/preview,https://searchcollection.asianart.org/objects/3747/bowl-with-lotus-petals?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=2083,B60P1705,,,,"H. 3 1/2 in x Diam. 6 in, H. 8.7 cm x Diam. 15.3 cm",The Avery Brundage Collection,,"Jiangxi province, China; Jiangxi province","Ming dynasty (1368-1644), Reign of the Xuande emperor (1426-1435)",Glazed porcelain with incised decoration,Chinese Art,Ceramics,Not on view,,,,,
"Vase with floral scrolls, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/17746/preview,https://searchcollection.asianart.org/objects/3748/vase-with-floral-scrolls-one-of-a-pair?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=2084,B60P1704,,approx. 1300-1400,,"H. 9 3/8 in x Diam. 4 1/2 in, H. 23.9 cm x Diam. 11.5 cm",The Avery Brundage Collection,,"Jiangxi province, China; Jiangxi province",Yuan dynasty (1271-1368) or Ming dynasty (1368-1644),Porcelain with underglaze-red decoration,Chinese Art,Ceramics,Not on view,,,,,
Tripod incense burner with the Eight Immortals,https://searchcollection.asianart.org/internal/media/dispatcher/16934/preview,https://searchcollection.asianart.org/objects/3749/tripod-incense-burner-with-the-eight-immortals?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=2085,B60P504,,approx. 1600-1644,,"H. 6 7/8 in x Diam. 9 1/4 in, H. 17.5 cm x Diam. 23.5 cm",The Avery Brundage Collection,,"Jiangxi province, China; Jiangxi province",Ming dynasty (1368-1644),Porcelain with underglaze-blue decoration,Chinese Art,Ceramics,Not on view,,,,,
Octagonal vase depicting the Eight Great Immortals of Daoism,https://searchcollection.asianart.org/internal/media/dispatcher/58268/preview,https://searchcollection.asianart.org/objects/3750/octagonal-vase-depicting-the-eight-great-immortals-of-daoism?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=2086,B60P372,,1279-1368,,"H. 10 7/8 in x Diam. 6 5/8 in, H. 27.6 cm x Diam. 17 cm",The Avery Brundage Collection,,"Longquan, Zhejiang province, China; Longquan, Zhejiang province",Yuan dynasty (1271-1368),"High-fired ceramic with mold-stamped decoration under
glaze (Longquan ware)",Chinese Art,Ceramics,On view,,,,,
Large plate,https://searchcollection.asianart.org/internal/media/dispatcher/16773/preview,https://searchcollection.asianart.org/objects/3751/large-plate?ctx=3d4ce59a095cbf5d87383528d758b2fdc37bf7c4&idx=2087,B60P361,,,,"H. 3 3/8 in x Diam. 16 1/2 in, H. 8.6 cm x Diam. 41.9 cm",The Avery Brundage Collection,,China,Yuan dynasty (1271-1368),High-fired ceramic with celadon glaze,Chinese Art,Ceramics,Not on view,,,,,
